Suburb,Rooms,Type,Price,Date,Regionname,Distance,CouncilArea
"Point Cook",3,"h",721000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Point Cook",5,"h",789650,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Port Melbourne",2,"u",2852000,"18/11/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",2,"h",1450000,"18/11/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",2,"u",600000,"18/11/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",1,"u",610000,"18/11/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",1,"u",400000,"18/11/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Port Melbourne",3,"h",1753000,"18/11/2017","Southern Metropolitan",3.5,"Melbourne City Council"
"Prahran",3,"h",1852500,"18/11/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",2,"u",482000,"18/11/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",1,"u",427000,"18/11/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Prahran",3,"h",1400000,"18/11/2017","Southern Metropolitan",4.6,"Stonnington City Council"
"Preston",4,"h",800000,"18/11/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",2,"u",515000,"18/11/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",3,"h",967500,"18/11/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Preston",4,"h",1265000,"18/11/2017","Northern Metropolitan",8.4,"Darebin City Council"
"Research",4,"h",1630000,"18/11/2017","Eastern Metropolitan",18,"Nillumbik Shire Council"
"Reservoir",3,"h",777500,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",780000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"u",680000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",883000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",645000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"u",645000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",740000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",4,"h",690000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"h",876000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Reservoir",3,"u",701000,"18/11/2017","Northern Metropolitan",12,"Darebin City Council"
"Richmond",3,"u",1125000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"h",1280000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"h",1391000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"h",1100000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",4,"h",2080000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"h",1339000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",1,"u",500000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",1,"u",455000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",2,"u",692500,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Richmond",3,"u",670000,"18/11/2017","Northern Metropolitan",2.4,"Yarra City Council"
"Ringwood",4,"h",1185000,"18/11/2017","Eastern Metropolitan",19.9,"Maroondah City Council"
"Ringwood North",3,"h",845000,"18/11/2017","Eastern Metropolitan",19.9,"Manningham City Council"
"Ringwood North",4,"h",1025000,"18/11/2017","Eastern Metropolitan",19.9,"Manningham City Council"
"Rosanna",4,"h",1480000,"18/11/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Rosanna",4,"h",1175000,"18/11/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Rosanna",2,"u",763000,"18/11/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Rowville",5,"h",740000,"18/11/2017","South-Eastern Metropolitan",23.5,"Knox City Council"
"Rowville",4,"h",1131000,"18/11/2017","South-Eastern Metropolitan",23.5,"Knox City Council"
"Rowville",4,"h",1050000,"18/11/2017","South-Eastern Metropolitan",23.5,"Knox City Council"
"Roxburgh Park",4,"h",672000,"18/11/2017","Northern Metropolitan",20.6,"Hume City Council"
"Roxburgh Park",4,"h",590000,"18/11/2017","Northern Metropolitan",20.6,"Hume City Council"
"Sandringham",3,"t",1064000,"18/11/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",2,"u",430000,"18/11/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",2,"h",1140000,"18/11/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",2,"t",830000,"18/11/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",3,"h",1675000,"18/11/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Sandringham",2,"u",790000,"18/11/2017","Southern Metropolitan",15.2,"Bayside City Council"
"Scoresby",5,"h",1319000,"18/11/2017","Eastern Metropolitan",22.2,"Knox City Council"
"Seaholme",4,"h",870000,"18/11/2017","Western Metropolitan",11,"Hobsons Bay City Council"
"Seddon",3,"h",1070000,"18/11/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"Seddon",2,"h",905000,"18/11/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"Seddon",2,"h",1000000,"18/11/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"South Melbourne",3,"h",1820000,"18/11/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",3,"h",1950000,"18/11/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Melbourne",2,"u",600000,"18/11/2017","Southern Metropolitan",1.9,"Port Phillip City Council"
"South Morang",4,"h",692000,"18/11/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",920000,"18/11/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",750000,"18/11/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",662000,"18/11/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",4,"h",752000,"18/11/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Morang",3,"h",572000,"18/11/2017","Northern Metropolitan",20.5,"Whittlesea City Council"
"South Yarra",2,"u",1950000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"u",835000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"u",765000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",3,"h",3075000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",1,"u",608000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",3,"h",1700000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",2,"u",860000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"South Yarra",1,"u",560000,"18/11/2017","Southern Metropolitan",2.7,"Melbourne City Council"
"Spotswood",2,"u",690000,"18/11/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Springvale",3,"u",620000,"18/11/2017","South-Eastern Metropolitan",20.8,"Greater Dandenong City Council"
"Springvale",2,"h",697000,"18/11/2017","South-Eastern Metropolitan",20.8,"Greater Dandenong City Council"
"Springvale",3,"u",700000,"18/11/2017","South-Eastern Metropolitan",20.8,"Greater Dandenong City Council"
"Springvale",3,"u",635000,"18/11/2017","South-Eastern Metropolitan",20.8,"Greater Dandenong City Council"
"Springvale South",4,"h",810000,"18/11/2017","South-Eastern Metropolitan",22.2,"Greater Dandenong City Council"
"St Albans",3,"h",595000,"18/11/2017","Western Metropolitan",14,"Brimbank City Council"
"St Albans",3,"h",706000,"18/11/2017","Western Metropolitan",14,"Brimbank City Council"
"St Kilda",3,"h",1850000,"18/11/2017","Southern Metropolitan",5,"Port Phillip City Council"
"St Kilda",3,"h",1551000,"18/11/2017","Southern Metropolitan",5,"Port Phillip City Council"
"St Kilda",2,"u",975000,"18/11/2017","Southern Metropolitan",5,"Port Phillip City Council"
"St Kilda",3,"h",1535000,"18/11/2017","Southern Metropolitan",5,"Port Phillip City Council"
"Strathmore",3,"u",825000,"18/11/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Strathmore",4,"h",1310000,"18/11/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Strathmore",4,"h",1075000,"18/11/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Sunbury",3,"h",541000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",4,"h",660000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",475000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",465000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",5,"h",580000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",520000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",437000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",415000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",4,"h",585000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",3,"h",593000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",4,"h",623000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunbury",2,"h",560000,"18/11/2017","Western Metropolitan",31.7,"Hume City Council"
"Sunshine",3,"h",650000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",2,"h",785000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",4,"h",1254000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",3,"h",780000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",4,"h",1100000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",3,"h",1145000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",3,"h",662000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine",4,"h",990000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",750000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",637000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",750000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine North",3,"h",495000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",4,"h",1315000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",3,"u",555000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",3,"h",735000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",3,"h",670000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Sunshine West",4,"h",577000,"18/11/2017","Western Metropolitan",10.5,"Brimbank City Council"
"Surrey Hills",3,"h",1225000,"18/11/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Surrey Hills",4,"h",2560500,"18/11/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Surrey Hills",2,"h",1376000,"18/11/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Surrey Hills",4,"h",2225000,"18/11/2017","Southern Metropolitan",10.2,"Boroondara City Council"
"Sydenham",4,"h",682000,"18/11/2017","Western Metropolitan",18,"Brimbank City Council"
"Taylors Hill",4,"h",788000,"18/11/2017","Western Metropolitan",18,"Melton City Council"
"Taylors Hill",3,"h",665000,"18/11/2017","Western Metropolitan",18,"Melton City Council"
"Taylors Lakes",4,"h",1060000,"18/11/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Taylors Lakes",4,"h",735000,"18/11/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Templestowe",4,"h",1692000,"18/11/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe",4,"h",1230000,"18/11/2017","Eastern Metropolitan",15.5,"Manningham City Council"
"Templestowe Lower",3,"t",850000,"18/11/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",3,"t",960000,"18/11/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Templestowe Lower",3,"h",1005000,"18/11/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Thomastown",4,"h",562000,"18/11/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",620500,"18/11/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",1,"u",315000,"18/11/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thomastown",3,"h",735500,"18/11/2017","Northern Metropolitan",15.3,"Whittlesea City Council"
"Thornbury",2,"u",594000,"18/11/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",3,"u",875000,"18/11/2017","Northern Metropolitan",7,"Darebin City Council"
"Thornbury",4,"h",1840000,"18/11/2017","Northern Metropolitan",7,"Darebin City Council"
"Toorak",2,"t",1200000,"18/11/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"u",830000,"18/11/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"u",2000000,"18/11/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",2,"u",731000,"18/11/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",2,"u",686000,"18/11/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Toorak",3,"t",1500000,"18/11/2017","Southern Metropolitan",4.1,"Stonnington City Council"
"Viewbank",2,"u",616000,"18/11/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Viewbank",5,"h",1160000,"18/11/2017","Eastern Metropolitan",8.9,"Banyule City Council"
"Wantirna",4,"h",1160000,"18/11/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Wantirna",3,"h",852000,"18/11/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Wantirna",3,"h",1107000,"18/11/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Wantirna",4,"h",988000,"18/11/2017","Eastern Metropolitan",14.7,"Knox City Council"
"Warrandyte",4,"h",2200000,"18/11/2017","Eastern Metropolitan",21.1,"Manningham City Council"
"Warranwood",4,"h",830000,"18/11/2017","Eastern Metropolitan",19.9,"Maroondah City Council"
"Watsonia",2,"u",695000,"18/11/2017","Northern Metropolitan",14.5,"Banyule City Council"
"Watsonia North",3,"h",825000,"18/11/2017","Northern Metropolitan",14.5,"Banyule City Council"
"Werribee",3,"h",521000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",615000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",2,"u",305000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",545000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",480500,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",478000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",495000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"Werribee",3,"h",460000,"18/11/2017","Western Metropolitan",14.7,"Wyndham City Council"
"West Footscray",4,"h",1250000,"18/11/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"West Footscray",3,"h",878000,"18/11/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"West Footscray",3,"h",952500,"18/11/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"West Melbourne",4,"h",1700000,"18/11/2017","Northern Metropolitan",3.1,"Melbourne City Council"
"Westmeadows",3,"h",572000,"18/11/2017","Northern Metropolitan",16.5,"Hume City Council"
"Westmeadows",3,"h",715000,"18/11/2017","Northern Metropolitan",16.5,"Hume City Council"
"Westmeadows",3,"h",525000,"18/11/2017","Northern Metropolitan",16.5,"Hume City Council"
"Wheelers Hill",3,"h",1150000,"18/11/2017","South-Eastern Metropolitan",16.7,"Monash City Council"
"Wheelers Hill",4,"h",1222000,"18/11/2017","South-Eastern Metropolitan",16.7,"Monash City Council"
"Williams Landing",4,"h",591000,"18/11/2017","Western Metropolitan",17.6,"Wyndham City Council"
"Williamstown",4,"h",1600000,"18/11/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Williamstown",5,"h",1615000,"18/11/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Williamstown",2,"u",628000,"18/11/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Williamstown North",6,"h",1560000,"18/11/2017","Western Metropolitan",6.8,"Hobsons Bay City Council"
"Windsor",4,"h",1270000,"18/11/2017","Southern Metropolitan",4.6,"Port Phillip City Council"
"Windsor",3,"h",1820000,"18/11/2017","Southern Metropolitan",4.6,"Port Phillip City Council"
"Windsor",1,"u",300000,"18/11/2017","Southern Metropolitan",4.6,"Port Phillip City Council"
"Wollert",1,"h",376000,"18/11/2017","Northern Metropolitan",25.5,"Whittlesea City Council"
"Wyndham Vale",3,"h",516000,"18/11/2017","Western Metropolitan",27.2,"Wyndham City Council"
"Wyndham Vale",3,"u",371000,"18/11/2017","Western Metropolitan",27.2,"Wyndham City Council"
"Yarraville",5,"h",1430000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",3,"h",1006000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",3,"h",1090000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",3,"h",1370000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",2,"h",907000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",2,"h",995000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",4,"h",1390000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Yarraville",3,"h",830000,"18/11/2017","Western Metropolitan",6.3,"Maribyrnong City Council"
"Aberfeldie",2,"t",760000,"19/05/2018","Western Metropolitan",7.5,"Moonee Valley City Council"
"Airport West",3,"h",670000,"19/05/2018","Western Metropolitan",10.4,"Moonee Valley City Council"
"Albion",2,"h",560000,"19/05/2018","Western Metropolitan",10.5,"Brimbank City Council"
"Alphington",2,"h",985000,"19/05/2018","Northern Metropolitan",5.7,"Darebin City Council"
"Alphington",4,"h",1800000,"19/05/2018","Northern Metropolitan",5.7,"Darebin City Council"
"Alphington",4,"h",2575000,"19/05/2018","Northern Metropolitan",5.7,"Darebin City Council"
"Altona",3,"h",850000,"19/05/2018","Western Metropolitan",11,"Hobsons Bay City Council"
"Armadale",2,"u",630000,"19/05/2018","Southern Metropolitan",6.3,"Stonnington City Council"
"Armadale",2,"u",745000,"19/05/2018","Southern Metropolitan",6.3,"Stonnington City Council"
"Armadale",3,"h",3075000,"19/05/2018","Southern Metropolitan",6.3,"Stonnington City Council"
"Armadale",4,"h",4200000,"19/05/2018","Southern Metropolitan",6.3,"Stonnington City Council"
